regName,regCode,source,is_chemo,is_immuno,is_targeted,is_endocrine,is_supportive,anticancer,hemonc_modalities,class_eau,class_hemonc_mbc,class_any,accepted_uses,status
Cisplatin and Pemetrexed,26070,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,cisplatin,ALK Non-small cell lung cancer; EGFR Non-small cell lung cancer; Malignant pleural mesothelioma; Non-small cell lung cancer; Non-small cell lung cancer nonsquamous; RET Non-small cell lung cancer,carried
Cisplatin and Raltitrexed,26084,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Malignant pleural mesothelioma,carried
Cisplatin and S-1,20150,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Gastric cancer,carried
Cisplatin and Temozolomide,34029,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Melanoma,carried
Cisplatin and Topotecan,11509,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Cervical cancer,carried
Cisplatin and Vinblastine,28947,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Non-small cell lung cancer,carried
Cisplatin and Vindesine,28948,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Non-small cell lung cancer,carried
Cisplatin and Vinorelbine (CVb),8092,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,cisplatin,ALK Non-small cell lung cancer; Breast cancer; Cervical cancer; EGFR Non-small cell lung cancer; Non-small cell lung cancer; Non-small cell lung cancer nonsquamous,carried
Cisplatin and Vinorelbine (CVb) and Nivolumab,59989,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Non-small cell lung cancer,carried
Cisplatin monotherapy,2561,hemonc,1,0,0,0,0,1,Chemotherapy,other,cisplatin,cisplatin,Breast cancer; Carcinoma of unknown primary; Cervical cancer; Head and neck cancer; Hepatoblastoma; Malignant pleural mesothelioma; Non-small cell lung cancer; Ovarian cancer; Soft tissue sarcoma; TNBC Breast cancer; Urothelial carcinoma,carried
"Cisplatin, Cyclophosphamide, Interferon gamma-1b",32451,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Ovarian cancer,carried
"Cisplatin, Dacarbazine, IL-2, IFN alfa-2b +/- Carmustine",25377,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Melanoma,carried
"Cisplatin, Dacarbazine, Interferon alfa-2b",25953,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Melanoma,carried
"Cisplatin, Dacarbazine, Paclitaxel",25378,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Melanoma,carried
"Cisplatin, Doxorubicin, Paclitaxel",17582,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,cisplatin,Endometrial cancer,carried
"Cisplatin, Epirubicin, Ifosfamide",31326,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,cisplatin,Osteosarcoma,carried
"Cisplatin, Etoposide, Irinotecan",36393,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,cisplatin,Small cell lung cancer,carried
"Cisplatin, Gefitinib, Pemetrexed",114738,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,cisplatin,EGFR Non-small cell lung cancer; Non-small cell lung cancer,carried
"Cisplatin, Interferon alfa-2a, Isotretinoin",15652,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Cutaneous squamous cell carcinoma,carried
"Cisplatin, Osimertinib, Pemetrexed",15375,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,cisplatin,EGFR Non-small cell lung cancer; Non-small cell lung cancer,carried
"Cisplatin, Pemetrexed, Atezolizumab",34079,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Non-small cell lung cancer nonsquamous,carried
"Cisplatin, Pemetrexed, Bevacizumab",26085,hemonc,1,0,1,0,1,1,Chemotherapy; Supportive therapy; Targeted therapy,other,other,cisplatin,Malignant pleural mesothelioma; Non-small cell lung cancer nonsquamous,carried
"Cisplatin, Pemetrexed, Cemiplimab",110603,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Non-small cell lung cancer nonsquamous,carried
"Cisplatin, Pemetrexed, Ipilimumab, Nivolumab",4282,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Non-small cell lung cancer nonsquamous,carried
"Cisplatin, Pemetrexed, Nivolumab",60005,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Non-small cell lung cancer nonsquamous,carried
"Cisplatin, Pemetrexed, Pembrolizumab",30151,hemonc,1,1,0,0,1,1,Chemotherapy; Immunotherapy; Supportive therapy,other,other,cisplatin,ERBB2 Non-small cell lung cancer; Malignant pleural mesothelioma; Non-small cell lung cancer; Non-small cell lung cancer nonsquamous; RET Non-small cell lung cancer,carried
"Cisplatin, Pemetrexed, Sintilimab",4415,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Non-small cell lung cancer nonsquamous,carried
"Cisplatin, Pemetrexed, Tislelizumab",14633,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Non-small cell lung cancer nonsquamous,carried
"Cisplatin, Vinorelbine, Cetuximab",29931,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,cisplatin,Non-small cell lung cancer,carried
Cladribine and Cyclophosphamide (CC),11846,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Chronic lymphocytic leukemia,carried
Cladribine and Cytarabine,23708,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Hypereosinophilic syndrome; Langerhans cell histiocytosis,carried
Cladribine and Prednisone,75832,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Chronic lymphocytic leukemia,carried
Cladribine and Rituximab,21218,hemonc,1,0,1,0,1,1,Chemotherapy; Supportive therapy; Targeted therapy,other,other,other,Hairy cell leukemia; MALT lymphoma; Mantle cell lymphoma; Waldenstroem macroglobulinemia,carried
Cladribine monotherapy,2239,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Acute myeloid leukemia; Chronic lymphocytic leukemia; Hairy cell leukemia; Langerhans cell histiocytosis; MALT lymphoma; Mantle cell lymphoma; Systemic mastocytosis,carried
CLAG-M,1641,hemonc,1,0,0,0,1,1,Chemotherapy; Growth factor therapy,other,other,other,Acute myeloid leukemia,carried
CLARA,1595,hemonc,1,0,0,0,1,1,Chemotherapy; Growth factor therapy,other,other,other,Acute myeloid leukemia,carried
Clarithromycin monotherapy,24993,hemonc,0,0,0,0,1,0,Antibiotic therapy,other,other,other,MALT lymphoma,carried
"Clarithromycin, Metronidzole, PPI",15267,hemonc,0,0,0,0,1,0,Antibiotic therapy,other,other,other,MALT lymphoma,carried
"Clarithromycin, Tetracycline, PPI, Bismuth",15343,hemonc,0,0,0,0,1,0,Antibiotic therapy,other,other,other,MALT lymphoma,carried
CLF,17910,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,cisplatin,Esophageal adenocarcinoma; Gastric cancer,carried
Clofarabine and Cytarabine,1719,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Acute myeloid leukemia,carried
Clofarabine and LoDAC,1435,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Acute myeloid leukemia,carried
Clofarabine and LoDAC/Decitabine,1438,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Acute myeloid leukemia,carried
Clofarabine monotherapy,1422,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Acute myeloid leukemia; B-cell acute lymphoblastic leukemia; B-cell acute lymphoblastic leukemia pediatric; Myelodysplastic syndrome,carried
CMC,11911,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Chronic lymphocytic leukemia,carried
CMED,33358,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy,other,other,other,Peripheral T-cell lymphoma,carried
CMF,6134,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Breast cancer; Prostate cancer; TNBC Breast cancer,carried
CMF and H,36889,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Breast cancer; ERBB2 Breast cancer,carried
CMF-E,121894,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Breast cancer,carried
CMFP,9985,hemonc,1,0,0,0,0,1,Chemotherapy; Endocrine therapy,other,other,other,Breast cancer,carried
CMFPT,10012,hemonc,1,0,0,1,0,1,Chemotherapy; Endocrine therapy,other,other,other,Breast cancer,carried
CMFT,6580,hemonc,1,0,0,1,0,1,Chemotherapy; Endocrine therapy,other,other,other,Breast cancer; ER Breast cancer,carried
CMFV,10335,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Breast cancer,carried
CMFVP,10025,hemonc,1,0,0,0,0,1,Chemotherapy; Endocrine therapy,other,other,other,Breast cancer,carried
CNOP,16974,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Diffuse large B-cell lymphoma,carried
CNOP (Prednisolone),1459,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Diffuse large B-cell lymphoma,carried
Cobimetinib and Vemurafenib,25841,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,BRAF Melanoma; Craniopharyngioma; Melanoma,carried
Cobimetinib monotherapy,17789,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Erdheim-Chester disease; Langerhans cell histiocytosis; Rosai-Dorfman-Destombes disease,carried
"Cobimetinib, Vemurafenib, Atezolizumab",6053,hemonc,0,1,1,0,0,1,Immunotherapy; Targeted therapy,other,other,other,BRAF Melanoma; Melanoma,carried
CODOX-M,10595,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Burkitt lymphoma; HIV-associated lymphoma,carried
CODOX-M/IVAC,10608,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Burkitt lymphoma; HIV-associated lymphoma,carried
COG A3961 protocol,28714,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,carboplatin,Neuroblastoma,carried
COG AHEP0731 protocol F,115810,hemonc,1,0,1,0,1,1,Chemotherapy; Supportive therapy; Targeted therapy,other,other,cisplatin,Hepatoblastoma,carried
COG AHEP0731 protocol H - non-responders,120037,hemonc,1,0,1,0,1,1,Chemotherapy; Supportive therapy; Targeted therapy,other,other,cisplatin,Hepatoblastoma,carried
COG AHEP0731 protocol W,112636,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Hepatoblastoma,carried
COG ANBL 0032 Regimen A,116794,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Neuroblastoma,carried
COG D9602 Subgroup B Clinical Group 1 protocol,120051,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Rhabdomyosarcoma pediatric,carried
COJEC,28113,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Neuroblastoma,carried
Colchicine monotherapy,49894,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Light-chain (AL) amyloidosis,carried
COMP,4935,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,B-cell acute lymphoblastic leukemia pediatric; Classical Hodgkin lymphoma; Diffuse large B-cell lymphoma,carried
COP-Bleo,16987,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Diffuse large B-cell lymphoma,carried
COPAD,10623,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Burkitt lymphoma,carried
COPAD/CYVE,10657,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Burkitt lymphoma,carried
COPADM,10541,hemonc,1,0,1,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy; Targeted therapy,other,other,other,Burkitt lymphoma; Non-Hodgkin lymphoma pediatric,carried
Copanlisib and Rituximab,31277,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Follicular lymphoma,carried
Copanlisib monotherapy,19640,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Follicular lymphoma; Marginal zone lymphoma,carried
COPDAC,22994,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Classical Hodgkin lymphoma pediatric,carried
COPP (CCNU),23440,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Classical Hodgkin lymphoma,carried
COPP/ABVD,23075,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Classical Hodgkin lymphoma,carried
Cosibelimab monotherapy,148364,none,,,,0,,0,,other,other,other,,carried
CP-AC,112656,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,carboplatin,Breast cancer; TNBC Breast cancer,carried
CP-AC and Pembrolizumab,112657,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,carboplatin,Breast cancer; TNBC Breast cancer,carried
CP-EC,112658,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,carboplatin,Breast cancer; TNBC Breast cancer,carried
CP-EC and Pembrolizumab,112659,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,carboplatin,Breast cancer; TNBC Breast cancer,carried
CPB,10073,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Breast cancer,carried
CPR,26572,hemonc,1,0,1,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy; Targeted therapy,other,other,other,Multiple myeloma,carried
CPX-351 monotherapy,1449,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Acute myeloid leukemia,carried
CRd,24191,hemonc,1,0,1,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy; Targeted therapy,other,other,other,Light-chain (AL) amyloidosis; Multiple myeloma,carried
Crizotinib monotherapy,30848,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,ALK Non-small cell lung cancer; Anaplastic large cell lymphoma pediatric; Inflammatory myofibroblastic tumor; Non-small cell lung cancer; ROS1 Non-small cell lung cancer,carried
CTD,24213,hemonc,1,0,1,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy; Targeted therapy,other,other,other,Light-chain (AL) amyloidosis; Multiple myeloma,carried
CVAD,26266,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy,other,other,other,Multiple myeloma,carried
CVB,23652,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Classical Hodgkin lymphoma,carried
CVD (Vinblastine),25385,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,cisplatin,Melanoma,carried
CVD (Vindesine),25404,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Melanoma,carried
"CVD, IL-2, IFN alfa-2b - sequential biochemotherapy",25046,hemonc,1,1,0,0,1,1,Chemotherapy; Immunotherapy; Supportive therapy,other,other,cisplatin,Melanoma,carried
CVP,12242,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Burkitt lymphoma; Chronic lymphocytic leukemia; Diffuse large B-cell lymphoma; Follicular lymphoma; HIV-associated lymphoma; Multiple myeloma; Non-Hodgkin lymphoma pediatric,carried
CVP (Prednisolone),1544,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Mantle cell lymphoma,carried
CVP (Vinblastine/Prednisolone),1579,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Hodgkin lymphoma nodular lymphocyte-predominant,carried
CVPP,23467,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Classical Hodgkin lymphoma,carried
CVPP (Cyclophosphamide),135137,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Classical Hodgkin lymphoma,carried
Cyclophosphamide and Dexamethasone,27254,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Light-chain (AL) amyloidosis; Multiple myeloma,carried
Cyclophosphamide and Docetaxel (TC),6592,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Breast cancer,carried
Cyclophosphamide and Doxorubicin (AC),5770,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Breast cancer; ERBB2 Breast cancer; TNBC Breast cancer,carried
Cyclophosphamide and Doxorubicin (AC) and Bevacizumab,5885,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Breast cancer,carried
Cyclophosphamide and Epirubicin (EC),5924,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Breast cancer; ERBB2 Breast cancer,carried
Cyclophosphamide and Epirubicin (EC) and Bevacizumab,7533,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Breast cancer,carried
Cyclophosphamide and Fludarabine (FC),2913,hemonc,1,1,0,0,1,1,Chemotherapy; Immunotherapy; Supportive therapy,other,other,other,Chronic lymphocytic leukemia; Follicular lymphoma; Mantle cell lymphoma,carried
Cyclophosphamide and Lomustine,31855,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Small cell lung cancer,carried
Cyclophosphamide and Methotrexate (CM),47473,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Breast cancer,carried
Cyclophosphamide and Non-pegylated liposomal doxorubicin (MC),7783,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Breast cancer,carried
Cyclophosphamide and Prednisone,797,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy; Immunosuppressive therapy; Supportive therapy,other,other,other,Acquired hemophilia A; Burkitt lymphoma; Large granular lymphocytic leukemia; Multiple myeloma,carried
Cyclophosphamide and Topotecan,18718,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Ewing sarcoma; Osteosarcoma,carried
Cyclophosphamide and Vincristine,28741,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Neuroblastoma,carried
Cyclophosphamide monotherapy,3360,hemonc,1,0,0,0,1,1,Chemotherapy; Immunosuppressive therapy; Supportive therapy,other,other,other,Anaplastic glioma; B-cell acute lymphoblastic leukemia pediatric; Breast cancer; Diffuse large B-cell lymphoma; Follicular lymphoma; Glioblastoma; Large granular lymphocytic leukemia; Multiple myeloma; Neuroblastoma; Prostate cancer,carried
"Cyclophosphamide, Cytarabine, Mercaptopurine",4363,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,B-cell acute lymphoblastic leukemia,carried
"Cyclophosphamide, Cytarabine, Pegaspargase, Thioguanine, Vincristine, Dexamethasone",48495,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,B-cell acute lymphoblastic leukemia,carried
"Cyclophosphamide, Dacarbazine, Vincristine",33499,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Pheochromocytoma,carried
"Cyclophosphamide, Daunorubicin, L-Asparaginase, Vincristine, Prednisone",4338,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy,other,other,other,B-cell acute lymphoblastic leukemia; T-cell acute lymphoblastic leukemia,carried
"Cyclophosphamide, Daunorubicin, L-Asparaginase, Vincristine, Prednisone, Rituximab",4418,hemonc,1,0,1,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy; Targeted therapy,other,other,other,B-cell acute lymphoblastic leukemia,carried
"Cyclophosphamide, Daunorubicin, Vincristine, Prednisolone",1591,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,B-cell acute lymphoblastic leukemia,carried
"Cyclophosphamide, Daunorubicin, Vincristine, Prednisone",4378,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,B-cell acute lymphoblastic leukemia,carried
"Cyclophosphamide, Doxorubicin, L-asparaginase, Vincristine, Prednisolone",4942,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy,other,other,other,B-cell acute lymphoblastic leukemia,carried
"Cyclophosphamide, Idarubicin, Vincristine, Prednisone",4420,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,B-cell acute lymphoblastic leukemia,carried
"Cyclophosphamide, Lomustine, Procarbazine",31879,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Small cell lung cancer,carried
"Cyclophosphamide, Prednisone, Diethylstilbestrol",34695,hemonc,1,0,0,1,1,1,Chemotherapy; Endocrine therapy; Supportive therapy,other,other,other,Prostate cancer,carried
CYKLONE,27001,hemonc,1,0,1,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy; Targeted therapy,other,other,other,Multiple myeloma,carried
Cyproterone acetate monotherapy,34960,hemonc,0,0,0,0,0,0,Endocrine therapy,other,other,other,Prostate cancer,carried
Cytarabine and Daunorubicin,1005,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Acute myeloid leukemia; Acute promyelocytic leukemia,carried
Cytarabine and Etoposide (CYVE),1105,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Acute myeloid leukemia; Acute myeloid leukemia pediatric; Burkitt lymphoma; CNS lymphoma; NPM1 Acute myeloid leukemia,carried
